image_id,file_name,file_path,produce_type,freshness_label,shelf_life_days,width,height,channels,format,file_size_kb,md5_hash,is_duplicate,duplicate_of
aug_34_IMG_20251103_090530,aug_34_IMG_20251103_090530.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_34_IMG_20251103_090530.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,26.95,7d32fc94a574de8344782a5e885bd24e,False,
IMG_20251031_164140,IMG_20251031_164140.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/IMG_20251031_164140.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,25.29,755bf6de7ee5891e12b0bf31d1b1a6a4,False,
aug_36_IMG_20251113_123447403_HDR_AE,aug_36_IMG_20251113_123447403_HDR_AE.jpg,/content/dataset_raw/Processed Data/Rotten banana(7-13)/aug_36_IMG_20251113_123447403_HDR_AE.jpg,Banana,Rotten,7-13,512,512,3,JPEG,31.3,b09678b522bfad14b5f0f1f82efe515e,False,
aug_6_IMG-20260128-WA0071,aug_6_IMG-20260128-WA0071.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_6_IMG-20260128-WA0071.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,51.77,6aac0c6778676ced5db8a3b5d0290081,False,
IMG-20251128-WA0019,IMG-20251128-WA0019.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/IMG-20251128-WA0019.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,42.67,c8a9014afc301974ea668778888b17a4,False,
aug_329_IMG_20251106_155613075_HDR_AE,aug_329_IMG_20251106_155613075_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh banana(4-7)/aug_329_IMG_20251106_155613075_HDR_AE.jpg,Banana,Semi-Fresh,4-7,512,512,3,JPEG,30.13,1a3614d45dff314ece1ce47b6158e6d5,False,
aug_500_IMG_20251124_021829,aug_500_IMG_20251124_021829.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_500_IMG_20251124_021829.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,14.01,bb8f73f68a9849c859c2ba088717e074,False,
aug_94_IMG-20260128-WA0078,aug_94_IMG-20260128-WA0078.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_94_IMG-20260128-WA0078.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,57.29,e3128081bccdcd5f4392da1ed1cc8924,False,
IMG_20260120_095816793_HDR_AE,IMG_20260120_095816793_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20260120_095816793_HDR_AE.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,22.55,3a00e14cdca7258d40181077a37f4a30,False,
aug_277_IMG-20260130-WA0098,aug_277_IMG-20260130-WA0098.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_277_IMG-20260130-WA0098.jpg,Orange,Rotten,20-35,512,512,3,JPEG,33.23,4787c4b1d812aaff02eb0410845c7de9,False,
aug_458_IMG_20251025_122045,aug_458_IMG_20251025_122045.jpg,/content/dataset_raw/Processed Data/Fresh Papaya(1-4)/aug_458_IMG_20251025_122045.jpg,Papaya,Fresh,1-4,512,512,3,JPEG,13.51,fee568b658d86b16ab9b77c940b1834e,False,
IMG_20251102_080317377_HDR_AE,IMG_20251102_080317377_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG_20251102_080317377_HDR_AE.jpg,Orange,Fresh,1-9,512,512,3,JPEG,34.14,65d30a7f6d3947586ab92d198d97741b,False,
IMG_20251117_141232698_HDR_AE,IMG_20251117_141232698_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/IMG_20251117_141232698_HDR_AE.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,42.35,a4f37bcd7a4aa0236e7e4fd074a2bf17,False,
aug_373_IMG_20251117_155604,aug_373_IMG_20251117_155604.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/aug_373_IMG_20251117_155604.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,16.53,709f45ec05ca2ad040bea65d011d4bf6,False,
aug_23_IMG_20260120_004725,aug_23_IMG_20260120_004725.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_23_IMG_20260120_004725.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,29.06,ac54b594fe774cd9befc076cf71996f9,False,
aug_72_IMG_20251118_160756,aug_72_IMG_20251118_160756.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/aug_72_IMG_20251118_160756.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,22.79,b0502efabc63ba4ac576987a483ce5cb,False,
aug_130_IMG_20260120_004955,aug_130_IMG_20260120_004955.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_130_IMG_20260120_004955.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,23.32,bfe2f67440fcec240e3bb16912f02038,False,
IMG-20260128-WA0038,IMG-20260128-WA0038.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/IMG-20260128-WA0038.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,50.65,b7003e1097be154d3d38ced69414e351,False,
aug_295_IMG_20260125_005722,aug_295_IMG_20260125_005722.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_295_IMG_20260125_005722.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,17.79,6e7b12642bb2f13e830f68aa9dd63f20,False,
aug_166_IMG_20260202_032445,aug_166_IMG_20260202_032445.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/aug_166_IMG_20260202_032445.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,22.54,3c3efad49f7f6534aa8d29f1c2ca1513,False,
aug_44_IMG_20260202_032554,aug_44_IMG_20260202_032554.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_44_IMG_20260202_032554.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,17.29,38e909e4a152cf9ef84dc7d545ab0c03,False,
IMG-20251118-WA0002,IMG-20251118-WA0002.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG-20251118-WA0002.jpg,Orange,Fresh,1-9,512,512,3,JPEG,16.32,376e72edd8308b6ad8da5927f2b958b3,False,
aug_109_IMG_20260123_013658,aug_109_IMG_20260123_013658.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/aug_109_IMG_20260123_013658.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,22.32,da9fc3b84ae840e9e40f5836dea429fc,False,
aug_341_IMG_20251103_090435,aug_341_IMG_20251103_090435.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_341_IMG_20251103_090435.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,19.79,2a40ddb676c1ff67035a7ec22943758c,False,
IMG_20260116_030240,IMG_20260116_030240.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/IMG_20260116_030240.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,17.72,cbc878f192cfaa048222cf80a7e6ba8d,False,
aug_208_IMG_20251110_093752321_HDR_AE,aug_208_IMG_20251110_093752321_HDR_AE.jpg,/content/dataset_raw/Processed Data/Rotten banana(7-13)/aug_208_IMG_20251110_093752321_HDR_AE.jpg,Banana,Rotten,7-13,512,512,3,JPEG,33.83,4d2492a9b027e44e6df0a3147a86eb30,False,
aug_398_IMG_20251120_204742069_HDR,aug_398_IMG_20251120_204742069_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/aug_398_IMG_20251120_204742069_HDR.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,39.96,155b0059fc38da7c53e2141ec7f879da,False,
aug_123_IMG_20251126_191840213_HDR,aug_123_IMG_20251126_191840213_HDR.jpg,/content/dataset_raw/Processed Data/Rotten Tomato(24-35)/aug_123_IMG_20251126_191840213_HDR.jpg,Tomato,Rotten,24-35,512,512,3,JPEG,14.32,7c5ace5585adf6fabad50ecb9319d1eb,False,
aug_121_IMG_20251104_132033976_HDR_AE,aug_121_IMG_20251104_132033976_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_121_IMG_20251104_132033976_HDR_AE.jpg,Orange,Fresh,1-9,512,512,3,JPEG,30.33,78d1ddb29ade3f3d22c1ace7747dbb98,False,
aug_241_IMG-20251205-WA0013,aug_241_IMG-20251205-WA0013.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/aug_241_IMG-20251205-WA0013.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,29.52,0137fc50d992605529e6f11d694477c1,False,
IMG_20251120_203609940_HDR,IMG_20251120_203609940_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/IMG_20251120_203609940_HDR.jpg,Banana,Fresh,1-4,512,512,3,JPEG,16.54,53e845ea8b2cb3486a02b5638f6f119f,False,
aug_95_IMG_20251121_144446117_HDR_AE,aug_95_IMG_20251121_144446117_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh Orange(9-20)/aug_95_IMG_20251121_144446117_HDR_AE.jpg,Orange,Semi-Fresh,9-20,512,512,3,JPEG,27.84,8b099c431447669a8a9b23f09ab88a9a,False,
aug_466_IMG_20251123_013143,aug_466_IMG_20251123_013143.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_466_IMG_20251123_013143.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,24.95,1f0d95bf15d8f06faddc5ea27c96d5b1,False,
aug_185_IMG_20260116_030307,aug_185_IMG_20260116_030307.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/aug_185_IMG_20260116_030307.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,17.84,e51019955b3ba22922ab9b1f78ec933a,False,
aug_109_IMG-20260130-WA0101,aug_109_IMG-20260130-WA0101.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_109_IMG-20260130-WA0101.jpg,Orange,Rotten,20-35,512,512,3,JPEG,38.03,d80ca4d27b2bc7180a1bd0329827eecd,False,
IMG_20260212_155606,IMG_20260212_155606.jpg,/content/dataset_raw/Processed Data/Semi Fresh Cucumber(6-12)/IMG_20260212_155606.jpg,Cucumber,Semi-Fresh,6-12,512,512,3,JPEG,19.09,fd6c27f254c7a23b7ac57747e5d5c575,False,
IMG_20251121_143712690_HDR_AE,IMG_20251121_143712690_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/IMG_20251121_143712690_HDR_AE.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,22.58,0a74babe7f747bcea2e792c30c53cb51,False,
aug_13_IMG_20260116_030120,aug_13_IMG_20260116_030120.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_13_IMG_20260116_030120.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,21.73,ca0eb1d12ddb6af16dc84de446a67ea9,False,
aug_59_IMG_20251110_094308321_HDR_AE,aug_59_IMG_20251110_094308321_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_59_IMG_20251110_094308321_HDR_AE.jpg,Orange,Fresh,1-9,512,512,3,JPEG,23.44,ba81cdaa6ae1b30499d42b52d1b69669,False,
IMG_20260120_004409,IMG_20260120_004409.jpg,/content/dataset_raw/Processed Data/Semi Fresh Cucumber(6-12)/IMG_20260120_004409.jpg,Cucumber,Semi-Fresh,6-12,512,512,3,JPEG,22.02,04cea1acba08342ed49a2c8d15cda71f,False,
aug_240_IMG_20251102_080945915_AE,aug_240_IMG_20251102_080945915_AE.jpg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/aug_240_IMG_20251102_080945915_AE.jpg,Banana,Fresh,1-4,512,512,3,JPEG,17.73,48e62cdf2ceea662e1b3135bc2d0926d,False,
aug_411_IMG_20260214_025243,aug_411_IMG_20260214_025243.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_411_IMG_20260214_025243.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,17.48,73947f9bfded8848b963d9a9fc29dc50,False,
IMG_20260120_004752,IMG_20260120_004752.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/IMG_20260120_004752.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,17.51,22bf51f4ca8df68725ac1bc1733afc39,False,
aug_219_Banana (4),aug_219_Banana (4).jpeg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/aug_219_Banana (4).jpeg,Banana,Fresh,1-4,512,512,3,JPEG,17.17,c4b4e94e5098def54d0add298f0b4306,False,
IMG-20251205-WA0013,IMG-20251205-WA0013.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/IMG-20251205-WA0013.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,40.18,e63584247e6590b89af96bbff9f3b1fb,False,
aug_26_IMG-20260128-WA0027,aug_26_IMG-20260128-WA0027.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_26_IMG-20260128-WA0027.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,52.14,020559f644df41942e1353ae83c45355,False,
aug_213_IMG_20260120_004817,aug_213_IMG_20260120_004817.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_213_IMG_20260120_004817.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,26.7,b82660f06467903d42f22728b427107c,False,
aug_354_IMG_20260123_013740,aug_354_IMG_20260123_013740.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_354_IMG_20260123_013740.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,16.96,6bf39f658857cf354fe60c900eddbbaa,False,
IMG-20251124-WA0004,IMG-20251124-WA0004.jpg,/content/dataset_raw/Processed Data/Semi fresh Orange(9-20)/IMG-20251124-WA0004.jpg,Orange,Semi-Fresh,9-20,512,512,3,JPEG,24.97,c212f8cbd9010f830924b28920cdb8c0,False,
aug_217_IMG_20251107_113717675_HDR_AE,aug_217_IMG_20251107_113717675_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh banana(4-7)/aug_217_IMG_20251107_113717675_HDR_AE.jpg,Banana,Semi-Fresh,4-7,512,512,3,JPEG,25.03,bebd9686b518c50682d51f38fe553b9c,False,
aug_345_IMG_20260125_005539,aug_345_IMG_20260125_005539.jpg,/content/dataset_raw/Processed Data/Semi Fresh Cucumber(6-12)/aug_345_IMG_20260125_005539.jpg,Cucumber,Semi-Fresh,6-12,512,512,3,JPEG,16.88,61e4aea7deb6d12d050aafa5cee9738e,False,
IMG-20251121-WA0015,IMG-20251121-WA0015.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG-20251121-WA0015.jpg,Orange,Fresh,1-9,512,512,3,JPEG,30.58,7a7b25ea50c228e1be1ac280b47f6d38,False,
aug_65_IMG_20251124_191610762_HDR,aug_65_IMG_20251124_191610762_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/aug_65_IMG_20251124_191610762_HDR.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,15.6,1977fe7c6014d95d47916a2bf7a13bf0,False,
IMG_20251109_112653784_HDR_AE,IMG_20251109_112653784_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251109_112653784_HDR_AE.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,23.37,e15760055380f6f5748f8610307ada16,False,
aug_241_IMG_20260124_112928403_HDR_AE,aug_241_IMG_20260124_112928403_HDR_AE.jpg,/content/dataset_raw/Processed Data/Rotten Tomato(24-35)/aug_241_IMG_20260124_112928403_HDR_AE.jpg,Tomato,Rotten,24-35,512,512,3,JPEG,25.78,ee38e0a8ce5709cc5c9c4bb262294232,False,
IMG_20251124_193020079_HDR,IMG_20251124_193020079_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/IMG_20251124_193020079_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,16.38,aa80ef357d7bfcd958c476c0e428697f,False,
IMG-20251112-WA0020,IMG-20251112-WA0020.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG-20251112-WA0020.jpg,Orange,Fresh,1-9,512,512,3,JPEG,24.89,08e81b8d23bf1b701a1efacdbc0da2c2,False,
aug_195_IMG-20260128-WA0033,aug_195_IMG-20260128-WA0033.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_195_IMG-20260128-WA0033.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,45.61,978e51962bb1712e4477723842242dba,False,
aug_205_IMG-20251230-WA0023,aug_205_IMG-20251230-WA0023.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_205_IMG-20251230-WA0023.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,42.48,00b284ad28eb531b6fc3748e4f556a15,False,
aug_78_IMG_20251031_164031,aug_78_IMG_20251031_164031.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_78_IMG_20251031_164031.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,21.06,08b622e0a11615131186ec3556a50a95,False,
aug_109_IMG_20251125_211311414_HDR,aug_109_IMG_20251125_211311414_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/aug_109_IMG_20251125_211311414_HDR.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,12.04,4f5f83f4dcbeb43d8c99b42e112a6566,False,
aug_183_IMG-20251113-WA0022,aug_183_IMG-20251113-WA0022.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_183_IMG-20251113-WA0022.jpg,Orange,Rotten,20-35,512,512,3,JPEG,24.53,671473d5f9b1d4dadee98053964faf53,False,
IMG_20251202_020017,IMG_20251202_020017.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/IMG_20251202_020017.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,12.99,f0162e94b1a5e4a91568798a48723b43,False,
aug_337_IMG_20251124_022509,aug_337_IMG_20251124_022509.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_337_IMG_20251124_022509.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,19.87,94c0b14b62e092531d3be64ad4f44b18,False,
aug_248_IMG_20251124_192916768_HDR,aug_248_IMG_20251124_192916768_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/aug_248_IMG_20251124_192916768_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,15.09,c892b82f0aac6b88154f9cac2401ac03,False,
IMG-20251230-WA0022,IMG-20251230-WA0022.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/IMG-20251230-WA0022.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,55.4,bc971260242a26e87fd80d3ad617625b,False,
aug_237_IMG_20260128_095454679_HDR_AE,aug_237_IMG_20260128_095454679_HDR_AE.jpg,/content/dataset_raw/Processed Data/Rotten Tomato(24-35)/aug_237_IMG_20260128_095454679_HDR_AE.jpg,Tomato,Rotten,24-35,512,512,3,JPEG,29.86,536891c6ba289d5582ad6e174263add1,False,
aug_262_Banana (8),aug_262_Banana (8).jpeg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/aug_262_Banana (8).jpeg,Banana,Fresh,1-4,512,512,3,JPEG,23.32,4af1f10938421668bc9694b4626a05fb,False,
IMG_20260125_005747,IMG_20260125_005747.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/IMG_20260125_005747.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,18.84,ca36dd03369489b63d609dc67c3a0944,False,
aug_78_IMG-20260130-WA0102,aug_78_IMG-20260130-WA0102.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_78_IMG-20260130-WA0102.jpg,Orange,Rotten,20-35,512,512,3,JPEG,33.32,ed7a6b6ac1dfa9f95861e3c701a67e80,False,
aug_5_IMG_20251123_012406,aug_5_IMG_20251123_012406.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_5_IMG_20251123_012406.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,20.52,ab38e6f935d6e75851ec1b57489c8b87,False,
IMG_20251124_021845,IMG_20251124_021845.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/IMG_20251124_021845.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,14.72,c7ff0da19e5adbb019aa42370620c34f,False,
aug_7_IMG_20251027_171547,aug_7_IMG_20251027_171547.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_7_IMG_20251027_171547.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,21.31,ca5c1d433e161651ed2b46970a919939,False,
aug_124_IMG_20251123_012342,aug_124_IMG_20251123_012342.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_124_IMG_20251123_012342.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,15.75,e7aed26acb9bf73ac74895cee8e20b80,False,
IMG_20260114_005508,IMG_20260114_005508.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/IMG_20260114_005508.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,23.46,25c6342272eb35799ec271bdce51a3cd,False,
IMG_20251117_140631328_HDR_AE,IMG_20251117_140631328_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/IMG_20251117_140631328_HDR_AE.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,19.99,3b54f65a020f930a7e3738552f62ae55,False,
aug_301_IMG_20260120_004350,aug_301_IMG_20260120_004350.jpg,/content/dataset_raw/Processed Data/Semi Fresh Cucumber(6-12)/aug_301_IMG_20260120_004350.jpg,Cucumber,Semi-Fresh,6-12,512,512,3,JPEG,23.01,bc7914bd10fde306977001762ae3864f,False,
aug_386_IMG_20251126_194106823_HDR,aug_386_IMG_20251126_194106823_HDR.jpg,/content/dataset_raw/Processed Data/Rotten eggplant(8-15)/aug_386_IMG_20251126_194106823_HDR.jpg,Eggplant,Rotten,8-15,512,512,3,JPEG,18.5,804d793530b57a9b3ceff4dec1f3f0a4,False,
IMG_20251102_081036929_AE,IMG_20251102_081036929_AE.jpg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/IMG_20251102_081036929_AE.jpg,Banana,Fresh,1-4,512,512,3,JPEG,31.54,e91c4d632217778945fdefc7639dca6e,False,
IMG_20260209_011056_1,IMG_20260209_011056_1.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/IMG_20260209_011056_1.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,23.07,a9fb3b12479cc8590b07b29608b8dbf5,False,
IMG_20251118_170145287_HDR,IMG_20251118_170145287_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251118_170145287_HDR.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,16.3,f3a54a3b6049ead429fb9d921f97db88,False,
aug_464_IMG_20260202_032555,aug_464_IMG_20260202_032555.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_464_IMG_20260202_032555.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,19.5,9a1e34456ab8ef85e34222d202332fa0,False,
IMG_20251113_124537584_HDR_AE,IMG_20251113_124537584_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/IMG_20251113_124537584_HDR_AE.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,44.41,fc91f0fc30f30b7967a75518a44288be,False,
IMG_20251111_142614301_HDR_AE,IMG_20251111_142614301_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi_Fresh eggplant(4-8)/IMG_20251111_142614301_HDR_AE.jpg,Eggplant,Semi-Fresh,4-8,512,512,3,JPEG,24.78,9de5ca616e5a066913f33f3123366720,False,
IMG-20251125-WA0009,IMG-20251125-WA0009.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/IMG-20251125-WA0009.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,33.18,3c419324f5a7a13874c8be5b7c75d105,False,
aug_177_IMG_20260120_004725,aug_177_IMG_20260120_004725.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_177_IMG_20260120_004725.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,21.97,53c5a0dc5c87d848b953e0daf3802076,False,
IMG_20260209_011117,IMG_20260209_011117.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/IMG_20260209_011117.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,21.09,231189a5dbbe8ca268954dab2e2e1cf9,False,
aug_181_IMG_20260125_005723,aug_181_IMG_20260125_005723.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_181_IMG_20260125_005723.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,16.93,447e9aa8d447c519a1b95696a67c8fa1,False,
IMG_20251201_190345401_HDR,IMG_20251201_190345401_HDR.jpg,/content/dataset_raw/Processed Data/Semi_Fresh eggplant(4-8)/IMG_20251201_190345401_HDR.jpg,Eggplant,Semi-Fresh,4-8,512,512,3,JPEG,13.26,bf0dea59d9c2e4142593ff4713c24d3f,False,
IMG_20251118_164737784_HDR,IMG_20251118_164737784_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/IMG_20251118_164737784_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,23.2,62876abc5c33c50299260fb0d7310b02,False,
aug_279_IMG_20251124_021941,aug_279_IMG_20251124_021941.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_279_IMG_20251124_021941.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,20.75,7cf628913117eb0c990c277e77c63239,False,
aug_248_IMG_20251130_181853427_HDR,aug_248_IMG_20251130_181853427_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/aug_248_IMG_20251130_181853427_HDR.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,14.21,0fbbe642ca3b6f1ce10edb9474a8d3eb,False,
aug_14_IMG_20251130_175702303_HDR,aug_14_IMG_20251130_175702303_HDR.jpg,/content/dataset_raw/Processed Data/Rotten banana(7-13)/aug_14_IMG_20251130_175702303_HDR.jpg,Banana,Rotten,7-13,512,512,3,JPEG,29.88,c31859aa8f6b7cb2042e9732cac7da6c,False,
aug_19_IMG_20251123_013127,aug_19_IMG_20251123_013127.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_19_IMG_20251123_013127.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,18.42,4cee38fc3e340804bc358f9d07761faf,False,
aug_301_IMG_20251123_012935,aug_301_IMG_20251123_012935.jpg,/content/dataset_raw/Processed Data/Fresh Papaya(1-4)/aug_301_IMG_20251123_012935.jpg,Papaya,Fresh,1-4,512,512,3,JPEG,21.71,f8a4bcfd97d876720df2b5116781f8e6,False,
